Feature Set,Model,Transform,MAE,RMSE,RMSLE,MedianAE,R2,MAE_Positive,RMSE_Positive,RMSLE_Positive,R2_Positive
Statewide HAZUS + Bridge,MLPRegressor,Raw target,0.00035219774279198233,0.0010556673570578518,0.0009139803236227984,6.845923710052486e-05,0.9994579932983378,0.0004969501110239231,0.0012464823717591362,0.001060764466561724,0.9994985930619983
