Model Family,Model,N_Features,CV_MAE,CV_MAE_std,CV_RMSE,CV_RMSE_std,CV_R2,CV_R2_std,Holdout_MAE,Holdout_RMSE,Holdout_R2,CV_seconds,Fit_seconds,Predict_seconds,Feature Columns
Structural + SVI + NDVI,Linear Regression,14,0.014104575531387725,0.00025122419612218775,0.04130383252841727,0.0014787450447329496,0.03836972679215093,0.0029966496746829147,0.014567312955400527,0.043521516674446974,0.03569912687681687,1.459896000000299,0.20635445900188643,0.052178083002218045,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Ridge Regression,14,0.014100138018924372,0.00024411121072125846,0.04130651824570045,0.0014825878125992742,0.03825207909038183,0.0027289710926703455,0.014570816828592017,0.04352076927762129,0.03573224655086371,0.7500872080017871,0.11949558299966156,0.01792883400048595,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Lasso Regression,14,0.014036879796016798,0.00023145437807740776,0.041342998801845846,0.001488750964242885,0.0365637657138523,0.0018553960796782848,0.014504018087723829,0.043559470286413736,0.034016526536235436,10.636303416998999,2.8608264590002364,0.01521254100225633,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Elastic Net,14,0.014027086723403843,0.0002274077302234675,0.04135367927581551,0.0014883222569968466,0.03606465065594244,0.0018043389099107656,0.014492406012040084,0.043569315680434866,0.0335798103576016,10.963196000000607,1.44829241700063,0.019323374999657972,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Decision Tree,14,0.013511149593389315,8.679352893965204e-05,0.04416614292922277,0.0007212698969109712,-0.10153318167110115,0.04414998635933031,0.013146802656194008,0.04456157272832456,-0.01094036406671961,1.225782541998342,0.3206386249985371,0.009757125000760425,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Random Forest,14,0.01281134511448008,7.227252736082175e-05,0.039397980239111834,0.0013673652400700528,0.12500048246899254,0.002656592583489804,0.013034694594025927,0.040926944647008495,0.14724717858525116,5.547388667000632,1.4529062090005027,0.06525608300216845,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Extra Trees,14,0.01288957815378468,0.0001280153554738747,0.03944516758199466,0.0014190622243909828,0.12298549866561688,0.0010603313421625768,0.013273507837998801,0.04110057605964905,0.13999627048981078,3.5817057080021186,0.8299240420019487,0.06872704200213775,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Gradient Boosting,14,0.013392258355244532,0.00012723583073104256,0.040511001596339635,0.0014780593173955086,0.07498339414668453,0.0020821627217037252,0.013735990747961871,0.042583939859329914,0.07679914845023061,18.96167120800237,8.174403791999794,0.023743041001580423,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,HistGradientBoosting,14,0.012788761747222524,0.00010339593523521507,0.039407158918773916,0.0012833291476929984,0.12443359947953352,0.007300093600882487,0.01307647649950291,0.04056820401802377,0.16213108183706737,8.403145166001195,4.272198082999239,0.06845824999982142,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,AdaBoost,14,0.036541657412197295,0.0006569290568981875,0.052066171304425896,0.0016188005378661437,-0.5289130961530851,0.033149828478882454,0.037997237717438896,0.05421793077696877,-0.4965471157000272,20.379906957998173,7.68261458300185,0.0937046660001215,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,KNeighbors,14,0.012850435129565907,0.00012383204110911854,0.04041342308465948,0.0014114745731316793,0.07931759469734583,0.0056471335083770205,0.013177207800206637,0.04235611395796967,0.0866510518710768,4.416637292000814,0.06313858299836284,0.42361733299912885,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,Support Vector Regressor (LinearSVR),14,0.02017745779692317,0.000265477237925562,0.041893915654638146,0.0013842986043279251,0.01049209790991168,0.0060159720060977044,0.02062027075110401,0.04398257373431303,0.015159736561979331,18.211035000000265,6.347557750003034,0.006437915999413235,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
Structural + SVI + NDVI,MLPRegressor,14,0.022303851955256266,0.0006284466067871277,0.04761215101349316,0.0013625349393455585,-0.2785146255860513,0.017661932130202312,0.02147540045139089,0.04811952537317534,-0.1788191620468449,3.420185916002083,1.2416630410007201,0.014704959001392126,"age_years, time_since_rehab, reconstructed_flag, spans, max_span_log1p, skew, cond, deck_area_log1p, operating_rating, HWB_CLASS, design_era_1989, SVI, ndvi_change, ndvi_loss"
