structure_no,latitude,longitude,geometry,inside_shakemap,pga
41C0102,37.054566666666666,-120.41685277777778,POINT (-120.41685277777778 37.054566666666666),True,0.004710082430392504
41C0103,37.03268055555556,-120.30225277777778,POINT (-120.30225277777778 37.03268055555556),True,0.005019423086196184
41C0104,37.05,-120.29248055555556,POINT (-120.29248055555556 37.05),True,0.004919696599245071
41C0105,37.054452777777776,-120.2846611111111,POINT (-120.2846611111111 37.054452777777776),True,0.0050089601427316666
41C0110,36.89660833333333,-120.09229444444443,POINT (-120.09229444444443 36.89660833333333),True,0.006293053738772869
41C0111,37.06133888888888,-120.11071944444444,POINT (-120.11071944444444 37.06133888888888),True,0.0046905092895030975
41C0112,36.96731388888889,-120.32809722222221,POINT (-120.32809722222221 36.96731388888889),True,0.0052878581918776035
41C0113,36.982105555555556,-120.18415277777778,POINT (-120.18415277777778 36.982105555555556),True,0.005328258965164423
41C0114,36.876675,-120.16486111111112,POINT (-120.16486111111112 36.876675),True,0.006203033030033112
41C0115,36.80608611111111,-120.34751944444444,POINT (-120.34751944444444 36.80608611111111),True,0.00620468333363533
41C0118,37.168225,-119.83538055555555,POINT (-119.83538055555555 37.168225),True,0.0032366041559726
41C0119,37.24648611111111,-119.85552777777777,POINT (-119.85552777777777 37.24648611111111),True,0.002942643826827407
41C0121,37.37678888888889,-119.62246111111111,POINT (-119.62246111111111 37.37678888888889),True,0.0027152178809046745
41C0122,37.33023333333334,-119.63915833333334,POINT (-119.63915833333334 37.33023333333334),True,0.0028524657245725393
41C0123,37.32971944444445,-119.63815555555556,POINT (-119.63815555555556 37.32971944444445),True,0.0028524657245725393
41C0124,37.367866666666664,-119.60871666666667,POINT (-119.60871666666667 37.367866666666664),True,0.002763589611276984
41C0125,37.37060555555556,-119.53501666666666,POINT (-119.53501666666666 37.37060555555556),True,0.0028144102543592453
41C0127,37.120333333333335,-120.31084444444444,POINT (-120.31084444444444 37.120333333333335),True,0.004602351691573858
41C0128,37.025825,-120.18408611111111,POINT (-120.18408611111111 37.025825),True,0.004710646346211433
41C0129,37.01095,-120.13470833333334,POINT (-120.13470833333334 37.01095),True,0.0049176583997905254
41C0131,37.01819166666667,-120.111975,POINT (-120.111975 37.01819166666667),True,0.004970418754965067
41C0132,36.986872222222225,-120.07534722222222,POINT (-120.07534722222222 36.986872222222225),True,0.005171662196516991
41C0133,36.96718888888889,-120.12839722222222,POINT (-120.12839722222222 36.96718888888889),True,0.00576877873390913
41C0134,36.974355555555555,-120.027325,POINT (-120.027325 36.974355555555555),True,0.005587009247392416
41C0135,36.96708888888889,-120.02364722222222,POINT (-120.02364722222222 36.96708888888889),True,0.006086110603064299
41C0136,36.96389166666667,-120.0195138888889,POINT (-120.0195138888889 36.96389166666667),True,0.006086110603064299
41C0137,37.23914166666667,-119.54633888888888,POINT (-119.54633888888888 37.23914166666667),True,0.003242662874981761
41C0140,37.37365277777778,-119.72297222222223,POINT (-119.72297222222223 37.37365277777778),True,0.0026982121635228395
41C0147,36.894755555555555,-120.12665,POINT (-120.12665 36.894755555555555),True,0.006166499108076096
41C0149,36.98914444444445,-120.20329166666667,POINT (-120.20329166666667 36.98914444444445),True,0.005392725113779306
41C0150,37.00369444444444,-120.24603333333333,POINT (-120.24603333333333 37.00369444444444),True,0.005057196598500013
41C0151,37.00501666666667,-120.23798333333333,POINT (-120.23798333333333 37.00501666666667),True,0.005278086755424738
41C0155,36.98002777777778,-120.07509722222221,POINT (-120.07509722222221 36.98002777777778),True,0.005171662196516991
41C0156,36.965575,-119.83057777777778,POINT (-119.83057777777778 36.965575),True,0.0054080188274383545
41C0157,36.966638888888895,-119.96614166666667,POINT (-119.96614166666667 36.966638888888895),True,0.0055490899831056595
41C0159,37.05674722222222,-119.71639722222223,POINT (-119.71639722222223 37.05674722222222),True,0.003846527310088277
41C0160,37.11247222222222,-119.68421111111111,POINT (-119.68421111111111 37.11247222222222),True,0.0035846466198563576
41C0161,37.11571111111111,-119.65384166666668,POINT (-119.65384166666668 37.11571111111111),True,0.003617294831201434
41C0162,37.11028888888889,-119.6344888888889,POINT (-119.6344888888889 37.11028888888889),True,0.003633089130744338
41C0165,37.33066111111111,-119.8313,POINT (-119.8313 37.33066111111111),True,0.0027089302893728018
41C0166,36.959494444444445,-119.83058333333332,POINT (-119.83058333333332 36.959494444444445),True,0.0054080188274383545
41C0167,37.30678888888889,-119.86752499999999,POINT (-119.86752499999999 37.30678888888889),True,0.002778073074296117
41C0168,37.067800000000005,-120.02928888888889,POINT (-120.02928888888889 37.067800000000005),True,0.0048106336034834385
41C0169,37.09272222222222,-120.02927777777778,POINT (-120.02927777777778 37.09272222222222),True,0.004637307021766901
41C0170,36.996230555555556,-120.00214722222222,POINT (-120.00214722222222 36.996230555555556),True,0.005879467353224754
41C0171,36.95523333333334,-119.91199444444445,POINT (-119.91199444444445 36.95523333333334),True,0.005400360096246004
41C0172,36.955925,-119.89387777777779,POINT (-119.89387777777779 36.955925),True,0.005993491504341364
41C0174,37.06172222222222,-120.27914444444444,POINT (-120.27914444444444 37.06172222222222),True,0.004914716351777315
41C0176,36.894708333333334,-120.10518888888889,POINT (-120.10518888888889 36.894708333333334),True,0.006293053738772869
41C0178,36.99715555555556,-120.16604722222223,POINT (-120.16604722222223 36.99715555555556),True,0.004932601936161518
41C0179,37.124047222222224,-120.38269166666666,POINT (-120.38269166666666 37.124047222222224),True,0.004473234061151743
41C0180,37.112697222222224,-120.40592500000001,POINT (-120.40592500000001 37.112697222222224),True,0.004484863486140966
41C0181,36.967688888888894,-120.09211388888889,POINT (-120.09211388888889 36.967688888888894),True,0.005824429448693991
41C0182,37.206636111111116,-119.72730277777778,POINT (-119.72730277777778 37.206636111111116),True,0.0032142249401658773
41C0183,37.342483333333334,-119.81078611111111,POINT (-119.81078611111111 37.342483333333334),True,0.0026746599469333887
41C0184,37.127202777777775,-120.19361388888889,POINT (-120.19361388888889 37.127202777777775),True,0.004374360665678978
41C0185,37.105961111111114,-119.89404444444445,POINT (-119.89404444444445 37.105961111111114),True,0.003406727919355035
41C0186,37.10421388888889,-119.88850555555557,POINT (-119.88850555555557 37.10421388888889),True,0.0034271806944161654
41C0188,37.39731666666667,-119.62819444444443,POINT (-119.62819444444443 37.39731666666667),True,0.0026578069664537907
41C0189,37.40342777777778,-119.62341666666666,POINT (-119.62341666666666 37.40342777777778),True,0.002667878521606326
41C0191,37.03436388888889,-120.14806666666668,POINT (-120.14806666666668 37.03436388888889),True,0.00505432765930891
41C0192,37.01105,-120.22675,POINT (-120.22675 37.01105),True,0.004696746822446585
41C0193,37.039938888888884,-120.29658333333333,POINT (-120.29658333333333 37.039938888888884),True,0.005019423086196184
41C0194,37.14064166666667,-120.3109,POINT (-120.3109 37.14064166666667),True,0.0045467158779501915
41C0195,36.89366944444444,-120.1285361111111,POINT (-120.1285361111111 36.89366944444444),True,0.006166499108076096
41C0196,37.117669444444445,-120.40074444444446,POINT (-120.40074444444446 37.117669444444445),True,0.004484863486140966
41C0197,37.13435,-119.90126111111111,POINT (-119.90126111111111 37.13435),True,0.0032837253529578447
41C0198,37.16171666666666,-120.202,POINT (-120.202 37.16171666666666),True,0.004107215907424688
41C0199,36.96794722222222,-120.08322222222222,POINT (-120.08322222222222 36.96794722222222),True,0.005883379373699427
41C0200,37.02502222222222,-120.31046944444444,POINT (-120.31046944444444 37.02502222222222),True,0.004999923519790173
41C0201,37.00734166666667,-120.22943611111111,POINT (-120.22943611111111 37.00734166666667),True,0.005278086755424738
41C0202,36.96675277777778,-119.82094166666667,POINT (-119.82094166666667 36.96675277777778),True,0.005462376866489649
41C0203,36.901830555555556,-120.03749722222221,POINT (-120.03749722222221 36.901830555555556),True,0.006485418416559696
41C0204,37.155963888888884,-119.73743611111111,POINT (-119.73743611111111 37.155963888888884),True,0.00340005150064826
41C0205,37.328158333333334,-119.64876666666667,POINT (-119.64876666666667 37.328158333333334),True,0.002841202775016427
41C0207,36.92395277777778,-120.02101944444445,POINT (-120.02101944444445 36.92395277777778),True,0.006435890682041645
41C0208,36.92493333333333,-120.0188111111111,POINT (-120.0188111111111 36.92493333333333),True,0.006435890682041645
41C0209,36.92230555555555,-120.0213,POINT (-120.0213 36.92230555555555),True,0.006435890682041645
41C0210,37.07241666666667,-119.97051666666667,POINT (-119.97051666666667 37.07241666666667),True,0.004932343028485775
41C0211,37.150166666666664,-119.46045000000001,POINT (-119.46045000000001 37.150166666666664),True,0.003627683036029339
41C0212,37.15958055555556,-119.64466944444445,POINT (-119.64466944444445 37.15958055555556),True,0.003413301892578602
41C0213,37.01235833333333,-120.12864722222221,POINT (-120.12864722222221 37.01235833333333),True,0.0049176583997905254
41C0216,36.89313055555556,-120.1013611111111,POINT (-120.1013611111111 36.89313055555556),True,0.006293053738772869
41C0217,37.17796388888889,-119.63016666666665,POINT (-119.63016666666665 37.17796388888889),True,0.003363397205248475
41C0218,37.33481388888889,-119.70724722222222,POINT (-119.70724722222222 37.33481388888889),True,0.0028065796941518784
41C0219,36.865833333333335,-119.95555833333334,POINT (-119.95555833333334 36.865833333333335),True,0.00694533484056592
41C0220,36.90929166666667,-119.97748888888889,POINT (-119.97748888888889 36.90929166666667),True,0.005514166783541441
41C0221,37.10143055555556,-120.44626111111111,POINT (-120.44626111111111 37.10143055555556),True,0.004451976157724857
41C0222,37.11383333333333,-120.32086666666666,POINT (-120.32086666666666 37.11383333333333),True,0.004602351691573858
41C0223,37.33589444444445,-119.64277777777778,POINT (-119.64277777777778 37.33589444444445),True,0.002841202775016427
41C0224,36.852000000000004,-119.943,POINT (-119.943 36.852000000000004),True,0.007104145362973213
41C0225,36.88013333333333,-119.96558333333334,POINT (-119.96558333333334 36.88013333333333),True,0.006863974034786224
41C0226,36.89478888888889,-119.97317777777778,POINT (-119.97317777777778 36.89478888888889),True,0.005627768579870462
41C0227,36.923652777777775,-119.98152777777779,POINT (-119.98152777777779 36.923652777777775),True,0.005514166783541441
41C0228,36.96706388888889,-120.01255,POINT (-120.01255 36.96706388888889),True,0.006086110603064299
41C0229,37.00576111111111,-120.05613888888888,POINT (-120.05613888888888 37.00576111111111),True,0.0051454235799610615
41C0230,36.92361111111111,-119.9743888888889,POINT (-119.9743888888889 36.92361111111111),True,0.005441293586045504
41C0231,36.974333333333334,-120.01971388888889,POINT (-120.01971388888889 36.974333333333334),True,0.006086110603064299
42 0009,36.09596944444445,-120.453275,POINT (-120.453275 36.09596944444445),True,0.008469909429550171
42 0012,36.09608333333333,-120.47374166666667,POINT (-120.47374166666667 36.09608333333333),True,0.008716308511793613
42 0013,36.09464166666667,-120.52147222222222,POINT (-120.52147222222222 36.09464166666667),True,0.008740248158574104
42 0016,36.75172777777778,-119.217375,POINT (-119.217375 36.75172777777778),True,0.006196871865540743
42 0019,36.156375,-120.63656111111112,POINT (-120.63656111111112 36.156375),True,0.007688144221901894
42 0020,36.816808333333334,-118.88866666666668,POINT (-118.88866666666668 36.816808333333334),True,0.005697338841855526
42 0021,36.152525,-120.35427777777777,POINT (-120.35427777777777 36.152525),True,0.010577073320746422
42 0024,36.8165,-118.8195361111111,POINT (-118.8195361111111 36.8165),True,0.005701396148651838
42 0030,36.93595833333333,-120.59943888888888,POINT (-120.59943888888888 36.93595833333333),True,0.004859554581344128
42 0031,36.90796666666667,-120.54025,POINT (-120.54025 36.90796666666667),True,0.005107071250677109
42 0033,36.882733333333334,-120.49095,POINT (-120.49095 36.882733333333334),True,0.005322781391441822
42 0034,36.8621,-120.46144166666667,POINT (-120.46144166666667 36.8621),True,0.005507505498826504
42 0036,36.458600000000004,-119.79596944444444,POINT (-119.79596944444444 36.458600000000004),True,0.012812883593142033
42 0037,36.76993611111111,-120.39226111111111,POINT (-120.39226111111111 36.76993611111111),True,0.006171082146465778
42 0039,36.73180277777778,-120.35279166666666,POINT (-120.35279166666666 36.73180277777778),True,0.006615132559090853
42 0040,36.732375000000005,-120.34731111111111,POINT (-120.34731111111111 36.732375000000005),True,0.006615132559090853
42 0041,36.73272222222222,-120.34301944444444,POINT (-120.34301944444444 36.73272222222222),True,0.006615132559090853
42 0044,36.734322222222225,-120.31971388888888,POINT (-120.31971388888888 36.734322222222225),True,0.006754439789801836
42 0046,36.73433055555556,-120.30317222222222,POINT (-120.30317222222222 36.73433055555556),True,0.006787407211959362
42 0047,36.734341666666666,-120.30025833333333,POINT (-120.30025833333333 36.734341666666666),True,0.006787407211959362
42 0048,36.734322222222225,-120.26407222222223,POINT (-120.26407222222223 36.734322222222225),True,0.006883938796818256
42 0057,37.186411111111106,-119.20305277777778,POINT (-119.20305277777778 37.186411111111106),True,0.0036433369386941195
42 0069,36.734186111111114,-119.50449444444445,POINT (-119.50449444444445 36.734186111111114),True,0.010049148462712765
42 0070L,36.73151388888889,-119.47221666666667,POINT (-119.47221666666667 36.73151388888889),True,0.010140378959476948
42 0070R,36.73124722222222,-119.47236388888889,POINT (-119.47236388888889 36.73124722222222),True,0.010140378959476948
42 0073,36.72570277777778,-119.46070555555556,POINT (-119.46070555555556 36.72570277777778),True,0.010140378959476948
42 0077,36.71814166666667,-119.43701944444445,POINT (-119.43701944444445 36.71814166666667),True,0.008770152926445007
42 0080,36.75428888888889,-119.21329166666666,POINT (-119.21329166666666 36.75428888888889),True,0.006196871865540743
42 0081,36.45331388888889,-119.63611666666667,POINT (-119.63611666666667 36.45331388888889),True,0.01415693387389183
42 0083,36.71545555555556,-119.42490277777779,POINT (-119.42490277777779 36.71545555555556),True,0.008343169465661049
42 0088,36.90831111111111,-119.51803055555555,POINT (-119.51803055555555 36.90831111111111),True,0.004930739291012287
42 0089,36.93987222222222,-119.50512222222223,POINT (-119.50512222222223 36.93987222222222),True,0.004721649922430515
42 0099,36.106008333333335,-120.402375,POINT (-120.402375 36.106008333333335),True,0.009622341021895409
42 0111,37.19257222222222,-119.20248611111111,POINT (-119.20248611111111 37.19257222222222),True,0.003575707785785198
42 0115,36.07302777777778,-120.22795277777777,POINT (-120.22795277777777 36.07302777777778),True,0.011227866634726524
42 0121,37.23492777777778,-119.15927222222223,POINT (-119.15927222222223 37.23492777777778),True,0.003469152143225074
42 0122,37.25458611111111,-119.16047222222223,POINT (-119.16047222222223 37.25458611111111),True,0.0039374371990561485
42 0125,36.59085277777778,-119.64499722222223,POINT (-119.64499722222223 36.59085277777778),True,0.01179551612585783
42 0126K,36.8373,-119.92324722222223,POINT (-119.92324722222223 36.8373),True,0.006596057675778866
42 0127,36.832283333333336,-119.91725277777778,POINT (-119.91725277777778 36.832283333333336),True,0.006596057675778866
42 0129,36.81111388888888,-119.89055277777778,POINT (-119.89055277777778 36.81111388888888),True,0.006914079189300537
42 0130,36.808,-119.88712222222223,POINT (-119.88712222222223 36.808),True,0.0070671928115189075
42 0131,36.800713888888886,-119.8756361111111,POINT (-119.8756361111111 36.800713888888886),True,0.0070671928115189075
42 0134,36.844230555555555,-120.44956111111111,POINT (-120.44956111111111 36.844230555555555),True,0.005639147479087114
42 0135,36.83723055555556,-120.44753055555556,POINT (-120.44753055555556 36.83723055555556),True,0.005652120336890221
42 0140,36.79351388888889,-119.86590555555556,POINT (-119.86590555555556 36.79351388888889),True,0.007110967766493559
42 0144,36.64870833333333,-119.78607777777778,POINT (-119.78607777777778 36.64870833333333),True,0.01011680532246828
42 0148,36.79054166666666,-119.86040277777778,POINT (-119.86040277777778 36.79054166666666),True,0.007253148593008518
42 0152,36.64148055555555,-119.78607777777778,POINT (-119.78607777777778 36.64148055555555),True,0.01030911784619093
42 0158E,36.72481388888889,-119.79282222222223,POINT (-119.79282222222223 36.72481388888889),True,0.008687002584338188
42 0159,36.72786388888889,-119.7960138888889,POINT (-119.7960138888889 36.72786388888889),True,0.008951819501817226
42 0160,36.829663888888895,-120.44341111111112,POINT (-120.44341111111112 36.829663888888895),True,0.005652120336890221
42 0169,36.72882222222223,-119.79714166666666,POINT (-119.79714166666666 36.72882222222223),True,0.008951819501817226
42 0170,36.730850000000004,-119.79924166666666,POINT (-119.79924166666666 36.730850000000004),True,0.008951819501817226
42 0171,36.73283888888889,-119.80153055555556,POINT (-119.80153055555556 36.73283888888889),True,0.008951819501817226
42 0172,36.733847222222224,-119.80258611111111,POINT (-119.80258611111111 36.733847222222224),True,0.008951819501817226
42 0179,36.13058888888889,-120.60515833333332,POINT (-120.60515833333332 36.13058888888889),True,0.007946684025228024
42 0181,36.76461666666667,-119.83389166666666,POINT (-119.83389166666666 36.76461666666667),True,0.007543289568275213
42 0182,36.769130555555556,-119.83655555555555,POINT (-119.83655555555555 36.769130555555556),True,0.007543289568275213
42 0184,36.738438888888886,-119.8082111111111,POINT (-119.8082111111111 36.738438888888886),True,0.008951819501817226
42 0186,36.75017777777778,-119.82508055555556,POINT (-119.82508055555556 36.75017777777778),True,0.008305424824357033
42 0187,36.757375,-119.82992777777777,POINT (-119.82992777777777 36.757375),True,0.008305424824357033
42 0188,36.743027777777776,-119.81846388888889,POINT (-119.81846388888889 36.743027777777776),True,0.008579693734645844
42 0188F,36.74295,-119.81921666666666,POINT (-119.81921666666666 36.74295),True,0.008579693734645844
42 0189,36.74596388888889,-119.82166111111111,POINT (-119.82166111111111 36.74596388888889),True,0.008579693734645844
42 0199,36.57576111111111,-119.62839722222222,POINT (-119.62839722222222 36.57576111111111),True,0.011909748427569866
42 0200,36.576636111111114,-119.62940833333333,POINT (-119.62940833333333 36.576636111111114),True,0.011909748427569866
42 0200K,36.57650277777778,-119.62992777777777,POINT (-119.62992777777777 36.57650277777778),True,0.011909748427569866
42 0201,36.60534444444445,-119.6617138888889,POINT (-119.6617138888889 36.60534444444445),True,0.01148987002670765
42 0202,36.626577777777776,-119.68402777777779,POINT (-119.68402777777779 36.626577777777776),True,0.010813412256538868
42 0203,36.63442222222222,-119.69355,POINT (-119.69355 36.63442222222222),True,0.010784910060465336
42 0204,36.640927777777776,-119.69976666666668,POINT (-119.69976666666668 36.640927777777776),True,0.010784910060465336
42 0205,36.66351111111111,-119.72525555555556,POINT (-119.72525555555556 36.66351111111111),True,0.010153960436582565
42 0206,36.67369444444444,-119.73665833333334,POINT (-119.73665833333334 36.67369444444444),True,0.010153960436582565
42 0207,36.67789444444444,-119.741775,POINT (-119.741775 36.67789444444444),True,0.009821650572121143
42 0208L,36.68495833333333,-119.74993055555555,POINT (-119.74993055555555 36.68495833333333),True,0.009821650572121143
42 0208R,36.685288888888884,-119.74993611111111,POINT (-119.74993611111111 36.685288888888884),True,0.009821650572121143
42 0209,36.688599999999994,-119.75466388888889,POINT (-119.75466388888889 36.688599999999994),True,0.009821650572121143
42 0210,36.69235555555555,-119.7592638888889,POINT (-119.7592638888889 36.69235555555555),True,0.009526222012937069
42 0211,36.695994444444445,-119.76366666666667,POINT (-119.76366666666667 36.695994444444445),True,0.009526222012937069
42 0213,36.70664722222222,-119.77346666666666,POINT (-119.77346666666666 36.70664722222222),True,0.009526222012937069
42 0214,36.714086111111115,-119.78160555555556,POINT (-119.78160555555556 36.714086111111115),True,0.008297741413116455
42 0216F,36.717508333333335,-119.78486111111111,POINT (-119.78486111111111 36.717508333333335),True,0.008297741413116455
42 0217,36.72137777777778,-119.78902777777778,POINT (-119.78902777777778 36.72137777777778),True,0.008297741413116455
42 0218K,36.72375,-119.79169444444445,POINT (-119.79169444444445 36.72375),True,0.008687002584338188
42 0219,36.547,-119.59668611111111,POINT (-119.59668611111111 36.547),True,0.01269463635981083
42 0220,36.559549999999994,-119.61063888888889,POINT (-119.61063888888889 36.559549999999994),True,0.012268695048987865
42 0221,36.56389444444444,-119.61543611111111,POINT (-119.61543611111111 36.56389444444444),True,0.012268695048987865
42 0222,36.56871666666667,-119.6207361111111,POINT (-119.6207361111111 36.56871666666667),True,0.012268695048987865
42 0223,36.52896111111111,-119.57525833333332,POINT (-119.57525833333332 36.52896111111111),True,0.013075392693281174
42 0224,36.51280555555556,-119.55520555555556,POINT (-119.55520555555556 36.51280555555556),True,0.013674219138920307
42 0225,36.51775277777778,-119.56117777777777,POINT (-119.56117777777777 36.51775277777778),True,0.013488288968801498
42 0226L,36.72125833333334,-119.785375,POINT (-119.785375 36.72125833333334),True,0.008297741413116455
42 0226R,36.72125833333334,-119.78499722222222,POINT (-119.78499722222222 36.72125833333334),True,0.008297741413116455
42 0227L,36.72867777777778,-119.78283888888889,POINT (-119.78283888888889 36.72867777777778),True,0.008948746137320995
42 0227R,36.72848611111111,-119.78263888888888,POINT (-119.78263888888888 36.72848611111111),True,0.008948746137320995
42 0227S,36.72789166666667,-119.78265,POINT (-119.78265 36.72789166666667),True,0.008948746137320995
42 0228K,36.730269444444446,-119.78176111111111,POINT (-119.78176111111111 36.730269444444446),True,0.008948746137320995
42 0228L,36.73032777777778,-119.78101666666666,POINT (-119.78101666666666 36.73032777777778),True,0.008948746137320995
42 0228R,36.730136111111115,-119.78078888888889,POINT (-119.78078888888889 36.730136111111115),True,0.008948746137320995
42 0229K,36.72801388888889,-119.78366944444444,POINT (-119.78366944444444 36.72801388888889),True,0.008948746137320995
42 0230,36.076397222222226,-120.10196666666666,POINT (-120.10196666666666 36.076397222222226),True,0.012703816406428814
42 0231,36.13771111111111,-120.15940277777779,POINT (-120.15940277777779 36.13771111111111),True,0.011790511198341846
42 0233L,36.17635833333333,-120.19431666666667,POINT (-120.19431666666667 36.17635833333333),True,0.011130359023809433
42 0233R,36.17643888888889,-120.19391388888889,POINT (-120.19391388888889 36.17643888888889),True,0.011130359023809433
42 0234,36.20253888888889,-120.21176111111112,POINT (-120.21176111111112 36.20253888888889),True,0.01083699706941843
42 0235,36.25429722222222,-120.24451388888889,POINT (-120.24451388888889 36.25429722222222),True,0.009696302935481071
42 0236,36.29403611111111,-120.26944999999999,POINT (-120.26944999999999 36.29403611111111),True,0.00900010671466589
42 0237,36.33036111111112,-120.30043055555555,POINT (-120.30043055555555 36.33036111111112),True,0.008148225024342537
42 0238,36.370288888888886,-120.33614444444444,POINT (-120.33614444444444 36.370288888888886),True,0.008330603130161762
42 0239L,36.41847222222222,-120.37886666666667,POINT (-120.37886666666667 36.41847222222222),True,0.007681434508413076
42 0239R,36.41865277777777,-120.37856111111111,POINT (-120.37856111111111 36.41865277777777),True,0.007681434508413076
42 0240,36.43527222222222,-120.39419444444445,POINT (-120.39419444444445 36.43527222222222),True,0.007480241823941469
42 0241L,36.47819722222222,-120.43394166666667,POINT (-120.43394166666667 36.47819722222222),True,0.0062340847216546535
42 0241R,36.478425,-120.4332138888889,POINT (-120.4332138888889 36.478425),True,0.0062340847216546535
42 0242L,36.49735833333333,-120.451175,POINT (-120.451175 36.49735833333333),True,0.006129838526248932
42 0242R,36.497725,-120.45057777777778,POINT (-120.45057777777778 36.497725),True,0.006129838526248932
42 0243,36.53071111111111,-120.48850555555556,POINT (-120.48850555555556 36.53071111111111),True,0.006141942925751209
42 0244,36.55342777777778,-120.518425,POINT (-120.518425 36.55342777777778),True,0.005865606013685465
42 0245,36.57821388888889,-120.55126666666666,POINT (-120.55126666666666 36.57821388888889),True,0.006146393250674009
42 0246L,36.59595,-120.57440555555556,POINT (-120.57440555555556 36.59595),True,0.006321583408862352
42 0246R,36.59617777777778,-120.5741361111111,POINT (-120.5741361111111 36.59617777777778),True,0.006321583408862352
42 0247,36.60454722222222,-120.58624722222221,POINT (-120.58624722222221 36.60454722222222),True,0.005855696741491556
42 0248,36.63928611111111,-120.62307777777777,POINT (-120.62307777777777 36.63928611111111),True,0.00595664931461215
42 0249L,36.65172222222222,-120.63233055555555,POINT (-120.63233055555555 36.65172222222222),True,0.005676431581377983
42 0249R,36.65204166666666,-120.63212222222222,POINT (-120.63212222222222 36.65204166666666),True,0.005676431581377983
42 0250,36.685380555555554,-120.65844444444446,POINT (-120.65844444444446 36.685380555555554),True,0.004914285149425268
42 0251,36.720555555555556,-120.68521666666668,POINT (-120.68521666666668 36.720555555555556),True,0.004727973602712154
42 0252,36.760191666666664,-120.71242222222223,POINT (-120.71242222222223 36.760191666666664),True,0.004989610519260168
42 0253,36.777877777777775,-120.72464722222223,POINT (-120.72464722222223 36.777877777777775),True,0.004565044306218624
42 0255,36.83542222222223,-120.76411666666667,POINT (-120.76411666666667 36.83542222222223),True,0.00423203781247139
42 0256,36.85028055555556,-120.77441388888889,POINT (-120.77441388888889 36.85028055555556),True,0.004043965600430965
42 0258L,36.14190833333333,-120.16283055555556,POINT (-120.16283055555556 36.14190833333333),True,0.011714884079992771
42 0258R,36.142094444444446,-120.16251944444446,POINT (-120.16251944444446 36.142094444444446),True,0.011714884079992771
42 0259L,36.26833055555556,-120.25295,POINT (-120.25295 36.26833055555556),True,0.009546667337417603
42 0259R,36.26847222222222,-120.25260555555556,POINT (-120.25260555555556 36.26847222222222),True,0.009546667337417603
42 0260L,36.23118055555556,-120.22954166666666,POINT (-120.22954166666666 36.23118055555556),True,0.010060626082122326
42 0260R,36.231322222222225,-120.22920277777779,POINT (-120.22920277777779 36.231322222222225),True,0.010060626082122326
42 0264L,36.69203333333333,-119.78602777777778,POINT (-119.78602777777778 36.69203333333333),True,0.009047972969710827
42 0264R,36.69203611111111,-119.78569444444445,POINT (-119.78569444444445 36.69203611111111),True,0.009047972969710827
42 0265L,36.713972222222225,-119.78454166666667,POINT (-119.78454166666667 36.713972222222225),True,0.008297741413116455
42 0265R,36.713972222222225,-119.7841611111111,POINT (-119.7841611111111 36.713972222222225),True,0.008297741413116455
42 0266L,36.71666388888889,-119.78454444444445,POINT (-119.78454444444445 36.71666388888889),True,0.008297741413116455
42 0266R,36.71633888888889,-119.78421388888889,POINT (-119.78421388888889 36.71633888888889),True,0.008297741413116455
42 0267G,36.71602777777778,-119.78387222222221,POINT (-119.78387222222221 36.71602777777778),True,0.008297741413116455
42 0268,36.70675833333333,-119.78536111111111,POINT (-119.78536111111111 36.70675833333333),True,0.009047972969710827
42 0269L,36.18133888888889,-120.19817222222223,POINT (-120.19817222222223 36.18133888888889),True,0.011130359023809433
42 0269R,36.18148055555555,-120.19783333333334,POINT (-120.19783333333334 36.18148055555555),True,0.011130359023809433
42 0270,36.255316666666666,-120.09042777777778,POINT (-120.09042777777778 36.255316666666666),True,0.012527985498309135
42 0271L,36.352183333333336,-120.31958888888889,POINT (-120.31958888888889 36.352183333333336),True,0.0082849757745862
42 0271R,36.352375,-120.31928888888889,POINT (-120.31928888888889 36.352375),True,0.0082849757745862
42 0272,36.53595833333333,-120.38895555555557,POINT (-120.38895555555557 36.53595833333333),True,0.007534299045801163
42 0274L,36.09334444444445,-120.11846666666666,POINT (-120.11846666666666 36.09334444444445),True,0.0123204430565238
42 0274R,36.093519444444446,-120.11815,POINT (-120.11815 36.093519444444446),True,0.0123204430565238
42 0275L,36.398583333333335,-120.36108333333333,POINT (-120.36108333333333 36.398583333333335),True,0.007890126667916775
42 0275R,36.39876388888889,-120.36077222222222,POINT (-120.36077222222222 36.39876388888889),True,0.007890126667916775
42 0276L,36.80481666666666,-120.74279444444444,POINT (-120.74279444444444 36.80481666666666),True,0.004507202189415693
42 0276R,36.804963888888885,-120.74246111111111,POINT (-120.74246111111111 36.804963888888885),True,0.004507202189415693
42 0277,36.79396944444444,-119.78525277777777,POINT (-119.78525277777777 36.79396944444444),True,0.007621759083122015
42 0278,36.733222222222224,-119.77777222222223,POINT (-119.77777222222223 36.733222222222224),True,0.008948746137320995
42 0279,36.73945,-119.77800833333333,POINT (-119.77800833333333 36.73945),True,0.008948746137320995
42 0282,36.731700000000004,-119.778925,POINT (-119.778925 36.731700000000004),True,0.008948746137320995
42 0282S,36.73159166666667,-119.77877222222222,POINT (-119.77877222222222 36.73159166666667),True,0.008948746137320995
42 0283,36.74249722222223,-119.7778,POINT (-119.7778 36.74249722222223),True,0.008586532436311245
