Feature Set,Model,CV_MAE,CV_RMSE,CV_RMSLE,CV_R2,CV_MAE_std,CV_RMSE_std,CV_RMSLE_std,CV_R2_std,Holdout_MAE,Holdout_RMSE,Holdout_RMSLE,Holdout_R2,Holdout_MAE_Positive,Holdout_RMSE_Positive,Holdout_RMSLE_Positive,Holdout_R2_Positive
HAZUS Benchmark,MLPRegressor,0.00022579908966265138,0.0007255183900931878,0.000671070560942612,0.9997552767084046,1.8893772399589547e-05,7.971799390219967e-05,6.794921105434312e-05,6.833144216426247e-05,0.00018342202832838958,0.00044258952836966764,0.0004012580531906465,0.9999047307514308,0.0002531440004473828,0.0005446838408299954,0.0004926884206858318,0.9999042569982062
Statewide HAZUS + Bridge,MLPRegressor,0.0006654048597248659,0.001476289966882322,0.0012628598321531537,0.9989930451735635,0.00026632166852880445,0.0002669403107073939,0.0002561550405555802,0.0003166896127364678,0.0004675910225227157,0.001216948728812007,0.0010186788417631302,0.9992797304850977,0.0006673537018051233,0.0015025086056220719,0.0012538194395507755,0.999271462361976
Statewide Bridge,Extra Trees,0.01279585969781565,0.03941553317957153,0.034095634285886835,0.2971428312058432,0.00022928135266936118,0.0016959253182565607,0.0013151709062541603,0.019962643140640265,0.012165926827267037,0.038944709576033874,0.03365683271935831,0.26235498791512335,0.016637221552097334,0.04801057326431708,0.041382763159585,0.25613891290600055
Intrinsic Vulnerability,Random Forest,0.015208647087675555,0.04340916133448967,0.03769421611699681,0.14716924090824104,0.00018129073880492806,0.0014412611916583477,0.0011401415854070415,0.008286253992914291,0.014391552264271298,0.042214224129940865,0.03659525719891924,0.13330140140008329,0.01859946670527093,0.0517803286660602,0.044712861600162766,0.1347379371836711
