Model Family,Encoded Feature,Source Feature,Coefficient,Abs_Coefficient,Model
Structural + SVI,cat__HWB_CLASS_HWB12,HWB_CLASS,-0.0008697899421930545,0.0008697899421930545,Ridge Regression
Structural + SVI,num__reconstructed_flag,reconstructed_flag,0.0007707482662400461,0.0007707482662400461,Ridge Regression
Structural + SVI,num__age_years,age_years,0.0006343145296078313,0.0006343145296078313,Ridge Regression
Structural + SVI,num__max_span_log1p,max_span_log1p,-0.0005170448600272828,0.0005170448600272828,Ridge Regression
Structural + SVI,num__time_since_rehab,time_since_rehab,0.000381836498087709,0.000381836498087709,Ridge Regression
Structural + SVI,num__SVI,SVI,-0.0003374466200610989,0.0003374466200610989,Ridge Regression
Structural + SVI,num__skew,skew,-0.00032656305545084144,0.00032656305545084144,Ridge Regression
Structural + SVI,cat__design_era_1989_Pre-1975,design_era_1989,0.0002807498124781194,0.0002807498124781194,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB2,HWB_CLASS,0.00902493055683432,0.00902493055683432,Elastic Net
Structural + SVI + NDVI,num__deck_area_log1p,deck_area_log1p,0.004183618423747763,0.004183618423747763,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB1,HWB_CLASS,0.003992531228783059,0.003992531228783059,Elastic Net
Structural + SVI + NDVI,num__operating_rating,operating_rating,0.0026210465782640978,0.0026210465782640978,Elastic Net
Structural + SVI + NDVI,num__ndvi_loss,ndvi_loss,0.0019816013067449362,0.0019816013067449362,Elastic Net
Structural + SVI + NDVI,cat__design_era_1989_1990+,design_era_1989,-0.0017450124904743376,0.0017450124904743376,Elastic Net
Structural + SVI + NDVI,num__spans,spans,-0.001667453117263774,0.001667453117263774,Elastic Net
Structural + SVI + NDVI,num__ndvi_change,ndvi_change,-0.0012139448561623426,0.0012139448561623426,Elastic Net
Structural + SVI + NDVI,num__cond,cond,0.0011218777518512534,0.0011218777518512534,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB4,HWB_CLASS,0.0009702855409094698,0.0009702855409094698,Elastic Net
Structural + SVI + NDVI,num__reconstructed_flag,reconstructed_flag,0.0007529286129901071,0.0007529286129901071,Elastic Net
Structural + SVI + NDVI,num__age_years,age_years,0.0006698561443880902,0.0006698561443880902,Elastic Net
Structural + SVI + NDVI,cat__design_era_1989_1975-1989,design_era_1989,0.0005498312604786609,0.0005498312604786609,Elastic Net
Structural + SVI + NDVI,num__skew,skew,-0.0004581383758636341,0.0004581383758636341,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB8,HWB_CLASS,-0.00033552265253213514,0.00033552265253213514,Elastic Net
Structural + SVI + NDVI,num__SVI,SVI,0.00028880590166522246,0.00028880590166522246,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB5,HWB_CLASS,-0.00017305114676098777,0.00017305114676098777,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB9,HWB_CLASS,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB7,HWB_CLASS,0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB6,HWB_CLASS,0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB11,HWB_CLASS,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB3,HWB_CLASS,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB28,HWB_CLASS,0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB12,HWB_CLASS,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,num__time_since_rehab,time_since_rehab,0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB10,HWB_CLASS,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,num__max_span_log1p,max_span_log1p,-0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__design_era_1989_Pre-1975,design_era_1989,0.0,0.0,Elastic Net
Structural + SVI + NDVI,cat__HWB_CLASS_HWB2,HWB_CLASS,0.009414777647682827,0.009414777647682827,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB1,HWB_CLASS,0.004667785111690442,0.004667785111690442,Lasso Regression
Structural + SVI + NDVI,num__deck_area_log1p,deck_area_log1p,0.004429746813606289,0.004429746813606289,Lasso Regression
Structural + SVI + NDVI,num__operating_rating,operating_rating,0.002632418834076224,0.002632418834076224,Lasso Regression
Structural + SVI + NDVI,num__ndvi_loss,ndvi_loss,0.0020038127008362755,0.0020038127008362755,Lasso Regression
Structural + SVI + NDVI,cat__design_era_1989_1990+,design_era_1989,-0.00195351958152602,0.00195351958152602,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB4,HWB_CLASS,0.00179007079025251,0.00179007079025251,Lasso Regression
Structural + SVI + NDVI,num__spans,spans,-0.0017269952792608929,0.0017269952792608929,Lasso Regression
Structural + SVI + NDVI,num__ndvi_change,ndvi_change,-0.001208581657187549,0.001208581657187549,Lasso Regression
Structural + SVI + NDVI,num__cond,cond,0.0011225306123665633,0.0011225306123665633,Lasso Regression
Structural + SVI + NDVI,num__reconstructed_flag,reconstructed_flag,0.0007744312759952841,0.0007744312759952841,Lasso Regression
Structural + SVI + NDVI,cat__design_era_1989_1975-1989,design_era_1989,0.0006666976035766402,0.0006666976035766402,Lasso Regression
Structural + SVI + NDVI,num__age_years,age_years,0.000648172948535125,0.000648172948535125,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB8,HWB_CLASS,-0.0006145010548446267,0.0006145010548446267,Lasso Regression
Structural + SVI + NDVI,num__skew,skew,-0.00047369457758678996,0.00047369457758678996,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB5,HWB_CLASS,-0.00042315505553177285,0.00042315505553177285,Lasso Regression
Structural + SVI + NDVI,num__SVI,SVI,0.00023305311180574386,0.00023305311180574386,Lasso Regression
Structural + SVI + NDVI,num__max_span_log1p,max_span_log1p,-0.000132732717712809,0.000132732717712809,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB6,HWB_CLASS,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB9,HWB_CLASS,-0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB7,HWB_CLASS,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB11,HWB_CLASS,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB3,HWB_CLASS,-0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB28,HWB_CLASS,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB12,HWB_CLASS,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,num__time_since_rehab,time_since_rehab,0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB10,HWB_CLASS,-0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__design_era_1989_Pre-1975,design_era_1989,-0.0,0.0,Lasso Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB28,HWB_CLASS,33842399279.55891,33842399279.55891,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB2,HWB_CLASS,33842399279.55582,33842399279.55582,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB1,HWB_CLASS,33842399279.552246,33842399279.552246,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB4,HWB_CLASS,33842399279.55003,33842399279.55003,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB11,HWB_CLASS,33842399279.546577,33842399279.546577,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB12,HWB_CLASS,33842399279.54646,33842399279.54646,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB7,HWB_CLASS,33842399279.545685,33842399279.545685,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB6,HWB_CLASS,33842399279.545135,33842399279.545135,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB10,HWB_CLASS,33842399279.544228,33842399279.544228,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB5,HWB_CLASS,33842399279.54332,33842399279.54332,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB8,HWB_CLASS,33842399279.543076,33842399279.543076,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB9,HWB_CLASS,33842399279.54247,33842399279.54247,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB3,HWB_CLASS,33842399279.542347,33842399279.542347,Linear Regression
Structural + SVI + NDVI,cat__design_era_1989_1990+,design_era_1989,-858191581.4665242,858191581.4665242,Linear Regression
Structural + SVI + NDVI,cat__design_era_1989_Pre-1975,design_era_1989,-858191581.463672,858191581.463672,Linear Regression
Structural + SVI + NDVI,cat__design_era_1989_1975-1989,design_era_1989,-858191581.462484,858191581.462484,Linear Regression
Structural + SVI + NDVI,num__deck_area_log1p,deck_area_log1p,0.005526732160371483,0.005526732160371483,Linear Regression
Structural + SVI + NDVI,num__operating_rating,operating_rating,0.002641550543181666,0.002641550543181666,Linear Regression
Structural + SVI + NDVI,num__ndvi_loss,ndvi_loss,0.0020852019421590895,0.0020852019421590895,Linear Regression
Structural + SVI + NDVI,num__spans,spans,-0.0019709428890325137,0.0019709428890325137,Linear Regression
Structural + SVI + NDVI,num__ndvi_change,ndvi_change,-0.0011999403419499948,0.0011999403419499948,Linear Regression
Structural + SVI + NDVI,num__cond,cond,0.0010492922200476525,0.0010492922200476525,Linear Regression
Structural + SVI + NDVI,num__reconstructed_flag,reconstructed_flag,0.000757980954377632,0.000757980954377632,Linear Regression
Structural + SVI + NDVI,num__age_years,age_years,0.0006614058748057212,0.0006614058748057212,Linear Regression
Structural + SVI + NDVI,num__max_span_log1p,max_span_log1p,-0.0005736391919855689,0.0005736391919855689,Linear Regression
Structural + SVI + NDVI,num__skew,skew,-0.00041191813692126875,0.00041191813692126875,Linear Regression
Structural + SVI + NDVI,num__SVI,SVI,-0.00016824222500633546,0.00016824222500633546,Linear Regression
Structural + SVI + NDVI,num__time_since_rehab,time_since_rehab,-0.00013787698856162928,0.00013787698856162928,Linear Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB28,HWB_CLASS,0.013265290216471529,0.013265290216471529,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB2,HWB_CLASS,0.012243816125141353,0.012243816125141353,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB1,HWB_CLASS,0.007103204217049564,0.007103204217049564,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__deck_area_log1p,deck_area_log1p,0.006574597620065708,0.006574597620065708,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__design_era_1989_1975-1989,design_era_1989,0.006390015157264168,0.006390015157264168,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB4,HWB_CLASS,0.0052771207140438516,0.0052771207140438516,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB9,HWB_CLASS,-0.005029704973607241,0.005029704973607241,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB3,HWB_CLASS,-0.00500762921452399,0.00500762921452399,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB5,HWB_CLASS,-0.0046921785219348824,0.0046921785219348824,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__design_era_1989_Pre-1975,design_era_1989,0.004379793949531768,0.004379793949531768,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB10,HWB_CLASS,-0.004355253035655412,0.004355253035655412,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB12,HWB_CLASS,-0.0031642798549632624,0.0031642798549632624,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__ndvi_change,ndvi_change,-0.0028525267282564705,0.0028525267282564705,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__operating_rating,operating_rating,0.0027631385175217187,0.0027631385175217187,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB8,HWB_CLASS,-0.0025623440092218024,0.0025623440092218024,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__spans,spans,-0.0021879539504749586,0.0021879539504749586,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__cond,cond,0.0014334043562187716,0.0014334043562187716,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__SVI,SVI,-0.0011144203014854428,0.0011144203014854428,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB6,HWB_CLASS,-0.0009286059991700721,0.0009286059991700721,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__ndvi_loss,ndvi_loss,0.0008939140534674621,0.0008939140534674621,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__reconstructed_flag,reconstructed_flag,0.0007777486123162563,0.0007777486123162563,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB7,HWB_CLASS,-0.0006460573736651588,0.0006460573736651588,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__max_span_log1p,max_span_log1p,-0.0005682406323730601,0.0005682406323730601,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB11,HWB_CLASS,-0.0005582412553783288,0.0005582412553783288,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__time_since_rehab,time_since_rehab,-0.0004699269408836264,0.0004699269408836264,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__design_era_1989_1990+,design_era_1989,0.00017532792778828313,0.00017532792778828313,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__skew,skew,-0.00016041115333543352,0.00016041115333543352,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,num__age_years,age_years,-9.854437228341827e-05,9.854437228341827e-05,Support Vector Regressor (LinearSVR)
Structural + SVI + NDVI,cat__HWB_CLASS_HWB28,HWB_CLASS,0.009815945114149342,0.009815945114149342,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB2,HWB_CLASS,0.008776944147992585,0.008776944147992585,Ridge Regression
Structural + SVI + NDVI,num__deck_area_log1p,deck_area_log1p,0.005555007557023696,0.005555007557023696,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB1,HWB_CLASS,0.004908808065977146,0.004908808065977146,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB3,HWB_CLASS,-0.004801177286673047,0.004801177286673047,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB9,HWB_CLASS,-0.004730278672731016,0.004730278672731016,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB5,HWB_CLASS,-0.004137332989652669,0.004137332989652669,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB8,HWB_CLASS,-0.004103584260316508,0.004103584260316508,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB10,HWB_CLASS,-0.0031810843906173755,0.0031810843906173755,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB4,HWB_CLASS,0.0027375618423558772,0.0027375618423558772,Ridge Regression
Structural + SVI + NDVI,num__operating_rating,operating_rating,0.002647720489609672,0.002647720489609672,Ridge Regression
Structural + SVI + NDVI,cat__design_era_1989_1990+,design_era_1989,-0.0022902919567928757,0.0022902919567928757,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB6,HWB_CLASS,-0.0022631221584838777,0.0022631221584838777,Ridge Regression
Structural + SVI + NDVI,num__ndvi_loss,ndvi_loss,0.002093521521882476,0.002093521521882476,Ridge Regression
Structural + SVI + NDVI,num__spans,spans,-0.0019617181765991,0.0019617181765991,Ridge Regression
Structural + SVI + NDVI,cat__design_era_1989_1975-1989,design_era_1989,0.0017682393279909235,0.0017682393279909235,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB7,HWB_CLASS,-0.0015568197626936744,0.0015568197626936744,Ridge Regression
Structural + SVI + NDVI,num__ndvi_change,ndvi_change,-0.001188570746020933,0.001188570746020933,Ridge Regression
Structural + SVI + NDVI,num__cond,cond,0.0010211058573360088,0.0010211058573360088,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB12,HWB_CLASS,-0.0009684770514990457,0.0009684770514990457,Ridge Regression
Structural + SVI + NDVI,num__reconstructed_flag,reconstructed_flag,0.0007514053245674011,0.0007514053245674011,Ridge Regression
Structural + SVI + NDVI,num__age_years,age_years,0.0006580205905257658,0.0006580205905257658,Ridge Regression
Structural + SVI + NDVI,num__max_span_log1p,max_span_log1p,-0.0006122892260005191,0.0006122892260005191,Ridge Regression
Structural + SVI + NDVI,cat__design_era_1989_Pre-1975,design_era_1989,0.0005220526302402783,0.0005220526302402783,Ridge Regression
Structural + SVI + NDVI,cat__HWB_CLASS_HWB11,HWB_CLASS,-0.0004973825982111982,0.0004973825982111982,Ridge Regression
Structural + SVI + NDVI,num__skew,skew,-0.00038087007208372875,0.00038087007208372875,Ridge Regression
Structural + SVI + NDVI,num__SVI,SVI,-0.00024902007938331136,0.00024902007938331136,Ridge Regression
Structural + SVI + NDVI,num__time_since_rehab,time_since_rehab,-0.00010409343496281842,0.00010409343496281842,Ridge Regression
